제목,내용,PDF파일명,페이지
2018년,치과 의료기기 판매업 신고,2018_faq.pdf,99
2018년,의료기기를 오픈마켓. 소셜커머스 등 온라인으로 판매할 때 의료기기 판매업 신고와 유통품질 관리기준 준수,2018_faq.pdf,99
2018년,에이즈 자가진단 항체검사키트를 자판기에서 판매,2018_faq.pdf,100
2018년,의료기기 판매업 등,2018_faq.pdf,101
2018년,치아재강화촉진재를 의료인이 아닌 자에게 판매,2018_faq.pdf,102
2018년,의료기기 제조업체가 의료기기를 병원에 판매 등,2018_faq.pdf,102
2018년,콘택트렌즈. 안경렌즈 등을 온라인으로 안경원에 판매,2018_faq.pdf,103
2018년,의료기기 판매업 시설의 건축물 용도,2018_faq.pdf,103
2018년,의료기관이 아닌 기관에 의료기기 판매 질의,2018_faq.pdf,104
2018년,법인의 본사-지사 의료기기 판매업 신고,2018_faq.pdf,104
2018년,제조업체의 의료기기 판매,2018_faq.pdf,105
2018년,제조업자가 암형전산화단층엑스선촬영장치를 의료기관에 판매,2018_faq.pdf,105
2018년,인터넷쇼핑몰에서 소비자에게 주사기 등 판매,2018_faq.pdf,106
2018년,의료기기 판매업 신고한 소재지 외에서 의료기기 판매,2018_faq.pdf,106
2018년,제조업체 폐업 후 판매업자가 재고 판매 질의,2018_faq.pdf,107
2018년,반도체레이저수술기를 개인에게 판매,2018_faq.pdf,107
2018년,인터넷커뮤니티에서 의료기기 공동구매,2018_faq.pdf,108
2018년,물품보관 및 입출고 관리가 이루어지는 창고의 의료기기 판매업 신고 대상,2018_faq.pdf,108
2018년,의료기기법 시행규칙 [별표6] 관리책임자 기준 및 종사자교육 범위,2018_faq.pdf,109
2018년,의료기관 내 의료기기 판매업체 설치,2018_faq.pdf,110
2018년,개인에게 의료기기 판매,2018_faq.pdf,110
2018년,콘돔 판매 시 판매업 신고,2018_faq.pdf,111
2018년,의료기기 판매업체가 제품 홍보한 소비자에게 상품권 지급,2018_faq.pdf,111
2018년,의료기기를 연구소에 판매하기 위한 조건,2018_faq.pdf,112
2018년,약국 내 의료기기 진열,2018_faq.pdf,112
2018년,의료기기 임대,2018_faq.pdf,113
2018년,의료기기 수입업자의 수리실적보고,2018_faq.pdf,117
2018년,의료기기 수리업 범위,2018_faq.pdf,117
2018년,제품 수리 관련,2018_faq.pdf,118
2018년,의료기기 제조업 휴업 중 수리,2018_faq.pdf,118
2018년,의료기기 수리업 시설의 건축물 용도,2018_faq.pdf,119
2018년,수입허가 자진취하 후 부품 수입,2018_faq.pdf,119
2018년,의료기기 수리업 신고서 항목 중 ‘수리대상 의료기기 유형’,2018_faq.pdf,120
2018년,수입허가 취하 후 해당 제품의 사후서비스(수리),2018_faq.pdf,120
2018년,수입의료기기 해외 제조원에 수리 의뢰,2018_faq.pdf,121
2018년,수입의료기기 수리 등 수입업자 행위,2018_faq.pdf,122
2018년,의료기기 임대업자가 해외로 의료기기 수리 의뢰,2018_faq.pdf,123
2018년,의료기기 수리업 신고 대상,2018_faq.pdf,123
2018년,판매업자(통신판매업)의 추적관리대상의료기기 기록작성 등 의무 준수,2018_faq.pdf,127
2018년,중고의료기기 위탁 검사,2018_faq.pdf,128
2018년,개인이 중고의료기기를 온라인으로 판매 등,2018_faq.pdf,128
2018년,판매업자가 의료기기와 공산품을 세트 구성하여 판매,2018_faq.pdf,129
2018년,의료기기 품목허가 취하 후 이미 유통된 제품 판매,2018_faq.pdf,129
2018년,체외진단용 의료기기 유통,2018_faq.pdf,130
2018년,수입의료기기 판매 단위,2018_faq.pdf,130
2018년,중고의료기기 유통,2018_faq.pdf,131
2018년,제조업허가 취소될 경우 취소 전 판매한 제품 판매,2018_faq.pdf,131
2018년,허가받은 의료기기에 부가적인 제품들을 하나의 포장단위로 판매 질의,2018_faq.pdf,132
2018년,개인용적외선조사기의 병원 사용,2018_faq.pdf,132
2018년,중고의료기기 검사 위탁,2018_faq.pdf,133
2018년,임신테스터기 편의점 행사(1+1) 판매,2018_faq.pdf,133
2018년,허가 취하 후 중고의료기기 검사,2018_faq.pdf,134
2018년,해외 수리 후 재수입 의료기기의 중고의료기기 해당 및 검사필증 부착 대상,2018_faq.pdf,134
2018년,임상시험(허가용)에 외국인 참여,2018_faq.pdf,137
2018년,수입의료기기 임상 시 GMP적합인정서,2018_faq.pdf,137
2018년,의료기기 임상시험 종사자 교육 이수,2018_faq.pdf,138
2018년,의료기기 수입 후 통관하지 않고 면세점에 납품할 경우 허가와 표준통관예정보고,2018_faq.pdf,141
2018년,수입신고한 의료기기 연구용으로 수입 절차,2018_faq.pdf,141
2018년,행정처분 기간 중 해외 제조원에 수리 의뢰한 제품 재수입,2018_faq.pdf,142
2018년,양도 양수로 인한 제조업 변경허가 중 양도자가 제조 판매,2018_faq.pdf,142
2018년,자가사용용 의료기기 수입후 판매,2018_faq.pdf,143
2018년,의료기기 부분품 수입 시 표준통관예정보고,2018_faq.pdf,143
2018년,수입의료기기의 원산지 표기,2018_faq.pdf,143
2018년,의료기기가 아닌 제품의 영문증명서 발급,2018_faq.pdf,144
2018년,의료기기 사용 질의,2018_faq.pdf,144
2018년,건강보험 적용 의료기기 인터넷 판매,2018_faq.pdf,144
2018년,의료기기 허가완료 전 생산,2018_faq.pdf,145
2018년,반제품 수입 시 표준통관예정보고,2018_faq.pdf,145
2018년,일회용 의료기기 재사용 시 처벌,2018_faq.pdf,146
2018년,의료기기 품목 양도양수의 경우 양도업체 제조,2018_faq.pdf,146
2018년,의료기기 구성품 중 비의료기기의 표준통관예정보고,2018_faq.pdf,146
2018년,수출용의료기기를 국내 의료기기 전시회에서 판매,2018_faq.pdf,147
2018년,1등급 의료기기 제조할 경우 품질책임자 지정,2018_faq.pdf,147
2018년,해외전시회를 위해 수출 절차,2018_faq.pdf,148
2018년,해외에 전공정 위탁 제조하고 수입 시 절차,2018_faq.pdf,148
2018년,자진취하 이전에 수입된 제품을 자진취하 후 판매 및 임대,2018_faq.pdf,149
2018년,원재료 수입 시 표준통관예정보고,2018_faq.pdf,150
2018년,부품 수입 및 수리,2018_faq.pdf,150
2018년,수입의료기기를 해외제조국으로 수리 의뢰 후 재수입 시 통관절차,2018_faq.pdf,151
2017년,제조의뢰자와 제조자의 정의,2017_faq.pdf,17
2017년,동등제품과 동등공고제품의 정의,2017_faq.pdf,17
2017년,동일한 제품명 가능 여부,2017_faq.pdf,18
2017년,가정용 의료기기의 정의,2017_faq.pdf,18
2017년,제조의뢰자와 제조자 구분,2017_faq.pdf,19
2017년,수탁자의 제조업허가 및 품목제조신고 등 대상,2017_faq.pdf,19
2017년,해외에서 부품을 수입하고 국내에서 조립 시 제조허가 가능 여부,2017_faq.pdf,20
2017년,제조공정의 일부를 위탁하여 제조 시 변경허가 대상,2017_faq.pdf,20
2017년,해외 제조자에게 위탁 시 허가 절차,2017_faq.pdf,21
2017년,의료기기 제조/수입신고 대상,2017_faq.pdf,21
2017년,해외에 제조소 설립 시 허가 등 절차,2017_faq.pdf,22
2017년,해외에 제조소 추가 설립 시 변경허가 등 절차,2017_faq.pdf,23
2017년,의료기기 수입 후 국내 판매하지 않고 수출 시 절차,2017_faq.pdf,25
2017년,의료기관으로 판매하지 않는 의료기기 수입절차,2017_faq.pdf,25
2017년,허가취소 제품의 재허가 가능 여부,2017_faq.pdf,26
2017년,이미 허가받은 의료기기의 신규허가 절차,2017_faq.pdf,26
2017년,수입제품을 국내 생산할 경우 동일성검토 대상,2017_faq.pdf,27
2017년,수입의료기기와 자사 제조한 의료기기를 조합한 의료기기의 수입허가,2017_faq.pdf,27
2017년,시험용의료기기확인서 신청 수량,2017_faq.pdf,28
2017년,1등급 의료기기 신고증 발급 여부,2017_faq.pdf,28
2017년,취하 후 재인증신청 시 시험용의료기기 대상,2017_faq.pdf,29
2017년,자가사용용 의료기기 수입,2017_faq.pdf,29
2017년,해외에 전공정위탁한 의료기기르 시험검사 목적으로 수입 절차,2017_faq.pdf,30
2017년,의료기기 제조허가 및 GMP 신청순서,2017_faq.pdf,30
2017년,품질책임자 겸임,2017_faq.pdf,31
2017년,제조허가를 득하기 위한 제조행위,2017_faq.pdf,31
2017년,품질책임자 교육,2017_faq.pdf,32
2017년,CE마 FDA에 허가된 경우 허가절차 간소화 여부,2017_faq.pdf,32
2017년,전기기계적 안전성 시험성적서 인정 여부,2017_faq.pdf,33
2017년,이산화염소가스멸균기의 IEC61010-1(3판) 적용,2017_faq.pdf,33
2017년,생물할적 안전에 관한 자료,2017_faq.pdf,34
2017년,생물학적 안전성 시험성적서 인정 여부,2017_faq.pdf,34
2017년,멸균 의료기기의 안정성에 관한 시험,2017_faq.pdf,35
2017년,3등급 의료기기의 임상시험자료,2017_faq.pdf,35
2017년,해외에서 의료기기 수입하여 국내에서 멸균과 포장 시 절차,2017_faq.pdf,36
2017년,2가지 포장방법으로 허가 가능 여부,2017_faq.pdf,36
2017년,개인용온열기 최대 설정 시간,2017_faq.pdf,37
2017년,1등급 장비의 소프트웨어 버전 변경,2017_faq.pdf,37
2017년,치과용임플란트기공재료의 신고 절차,2017_faq.pdf,38
2017년,원재료 공급처 변경 절차,2017_faq.pdf,38
2017년,신의료기술평가 등 통합운영 신청,2017_faq.pdf,39
2017년,윤활제,2017_faq.pdf,43
2017년,이갈이 방지 마우스피스,2017_faq.pdf,44
2017년,함몰유두교정기,2017_faq.pdf,45
2017년,성형용 필러의 원재료인 '히알루론산나트륨',2017_faq.pdf,45
2017년,차아염소산나트륨수생성장치,2017_faq.pdf,46
2017년,림프부종 방지용 압박스타킹,2017_faq.pdf,47
2017년,피지 제거기,2017_faq.pdf,48
2017년,내향성 발톱을 교정하기 위해 사용하는 기구,2017_faq.pdf,49
2017년,일상생화에서 충격 흡수 목적의 신발깔창,2017_faq.pdf,50
2017년,요실금 방지를 위한 질 수축단련 운동기구,2017_faq.pdf,51
2017년,성인용전동보행기,2017_faq.pdf,52
2017년,의료기기 케이스,2017_faq.pdf,53
2017년,멸균의료기기 파우치를 봉합하는 기기,2017_faq.pdf,54
2017년,2등급 의료기기의 GMP 심사,2017_faq.pdf,57
2017년,1등급 의료기기의 GMP 심사,2017_faq.pdf,57
2017년,2등급 수출용 의료기기의 GMP 심사,2017_faq.pdf,58
2017년,전공정 위탁 시 수탁자(제조자)의 GMP 심사,2017_faq.pdf,59
2017년,제조의뢰자-제조자 GMP 심사,2017_faq.pdf,60
2017년,제조공정을 위탁한 제조업자의 수탁자에 대한 관리 책임,2017_faq.pdf,61
2017년,전공정 위탁으로 새로운 제조자를 추가할 경우의 GMP 심사,2017_faq.pdf,62
2017년,해외업체 일부공정 위탁 시 허가 및 GMP 심사,2017_faq.pdf,63
2017년,제조소 확장 시 GMP 심사,2017_faq.pdf,64
2017년,창고 변경 및 제조소 추가 시 GMP 심사,2017_faq.pdf,65
2017년,창고, 연구소 이전 시 GMP 심사,2017_faq.pdf,66
2017년,동일 건물 내 제조시설 이전 시 GMP 심사,2017_faq.pdf,66
2017년,제조소 외 시설에 대한 GMP 심사,2017_faq.pdf,67
2017년,다른 제조업자 간에 의료기기 GMP 제조소시설 공유,2017_faq.pdf,67
2017년,의료기기가 아닌 제품의 제조 가능여부,2017_faq.pdf,68
2017년,조합의료기기의 GMP 심사,2017_faq.pdf,69
2017년,수입의료기기의 해외제조원 변경(상호명과 대표자명) 시 GMP 심사,2017_faq.pdf,69
2017년,이미 GMP 받은 의료기기를 다른 수입업자가 수입할 경우 GMP 심사,2017_faq.pdf,70
2017년,품목 양도양수에 따른 GMP 심사,2017_faq.pdf,71
2017년,제조허가 양수 시 GMP 심사,2017_faq.pdf,72
2017년,GMP 적합인정서 양도양수,2017_faq.pdf,72
2017년,중고의료기기의 제조원이 변경되는 경우, GMP 양도양수,2017_faq.pdf,73
2017년,GMP 정기심사 일괄신청(1),2017_faq.pdf,74
2017년,GMP 정기심사 일괄신청(2),2017_faq.pdf,75
2017년,EO가스 멸균 밸리데이션,2017_faq.pdf,76
2017년,멸균/ 클린룸 밸리데이션 주기,2017_faq.pdf,77
2017년,멸균 리밸리데이션의 주기 및 Cycle 횟수,2017_faq.pdf,78
2017년,멸균공정 위탁 시 포장공정,2017_faq.pdf,79
2017년,의료기기를 분해 후 검사기준에 부합한 부품의 AS 사용 가능 여부,2017_faq.pdf,80
2017년,품목별 제품표준서 작성,2017_faq.pdf,81
2017년,품목허가증의 성능 및 시험규격 항목과 완제품 시험검사항목의 일치,2017_faq.pdf,82
2017년,일회용의료기기의 고객불만처리 기록,2017_faq.pdf,83
2017년,임상GMP의 경우 품질책임자 지정 여부,2017_faq.pdf,84
2017년,동일품목군의 임상시험용 의료기기 제조 시 GMP 심사,2017_faq.pdf,85
2017년,GMP 현장심사가 불가능한 해외국가,2017_faq.pdf,86
2017년,동물용과 인체용 체외진단 제품의 제조소 구분,2017_faq.pdf,87
2017년,전단지의 광고심의대상,2017_faq.pdf,91
2017년,조합의료기기의 광고,2017_faq.pdf,92
2017년,임상자료 인용한 광고,2017_faq.pdf,92
2017년,사용후가 사용한 광고,2017_faq.pdf,93
2017년,의료기관 명칭과 주소의 광고,2017_faq.pdf,95
2017년,수출용의료기기 영문홈페이지 광고심의 대상,2017_faq.pdf,95
2017년,제품명 표시기재,2017_faq.pdf,96
2017년,제조업자의 상호와 주소 및 모델명 기재방법,2017_faq.pdf,96
2017년,제조번호와 제조일자 기재방법,2017_faq.pdf,97
2017년,멸균 의료기기의 제조번호 및 제조일자,2017_faq.pdf,98
2017년,의료기기 표시사항 중 생산연도 기재방법,2017_faq.pdf,99
2017년,재사용 의료기기의 기재사항,2017_faq.pdf,100
2017년,기재사항 중 줄간격,2017_faq.pdf,100
2017년,제조의뢰자와 제조자 표시기재,2017_faq.pdf,101
2017년,전공정 위탁하여 제조 시 기재사항,2017_faq.pdf,101
2017년,전공정 위탁 시 국가명 표시기재,2017_faq.pdf,102
2017년,기업체별 허가로 제조소가 2개일 경우 기재사항,2017_faq.pdf,102
2017년,상호 변경 후 표시기재,2017_faq.pdf,103
2017년,양도양수를 통해 업체 상호명이 변경되었을 경우 표시기재,2017_faq.pdf,104
2017년,바코드만으로 표시기재,2017_faq.pdf,105
2017년,모델명 변경 후 표시기재,2017_faq.pdf,105
2017년,첨부문서의 표시기재,2017_faq.pdf,106
2017년,첨부문서(사용설명서) 수정,2017_faq.pdf,106
2017년,전자 첨부문서 제공,2017_faq.pdf,107
2017년,용기 기재사항 및 첨부문서 기재사항,2017_faq.pdf,107
2017년,수입의료기기의 한글기재사항 수정,2017_faq.pdf,108
2017년,구성품(보조시약)의 한글기재사항,2017_faq.pdf,109
2017년,초음파영상진단장치 및 초음파프로브 기재사항,2017_faq.pdf,110
2017년,의료기기 가격 미표시 시 의료기기법 저촉 여부,2017_faq.pdf,110
2017년,의료기기 외부포장에 '병원용' 또는 '의료기관용'으로 기재,2017_faq.pdf,111
2017년,판매원 표시기재,2017_faq.pdf,112
2017년,면세점 납품 의료기기의 표시기재,2017_faq.pdf,112
2017년,한벌구성의료기기의 표시기재,2017_faq.pdf,113
2017년,2등급 체외진단의료기기의 표시기재,2017_faq.pdf,114
2017년,의료기기를 대형마트 등으로 납품(판매) 가능여부,2017_faq.pdf,117
2017년,식품회사나 제약회사 등으로 의료기기 판매 시 판매업신고,2017_faq.pdf,117
2017년,피부관리실에서 의료기기 판매,2017_faq.pdf,118
2017년,안경점에 콘택트렌즈 판매절차,2017_faq.pdf,118
2017년,전문 의료기기르 온라인에서 판매,2017_faq.pdf,119
2017년,3등급 고주파자극기를 개인에게 판매,2017_faq.pdf,119
2017년,일회용수동랜싯 판매 제한,2017_faq.pdf,120
2017년,의료기기 판매업신고 면제 대상(1),2017_faq.pdf,120
2017년,의료기기 판매업신고 면제 대상(2),2017_faq.pdf,121
2017년,의료기기 판매업체 휴/폐업,2017_faq.pdf,122
2017년,의료기기 전자상거래 중개사이트 개설 시 의료기기 판매업신고,2017_faq.pdf,122
2017년,의료기기 온라인 판매,2017_faq.pdf,123
2017년,의료기기 유통품질 관리기준(2),2017_faq.pdf,124
2017년,의료기기 유통품질 관리기준(1),2017_faq.pdf,124
2017년,의료기기 유통품질 관리기준(3),2017_faq.pdf,125
2017년,유통품질 관리기준에 따른 문서관리,2017_faq.pdf,125
2017년,임신진단테스트기 판매 시 의료기기 유통품질 관리기준 준수,2017_faq.pdf,126
2017년,일정온도를 유지할 필요가 있는 의료기기의 정의,2017_faq.pdf,126
2017년,수입업자가 해외제조원에 수리 의뢰하는 경우 수리업자 기준,2017_faq.pdf,129
2017년,취하품목의 수리업신고,2017_faq.pdf,130
2017년,의료기기 수리업 교육 관련 기준,2017_faq.pdf,130
2017년,수입의료기기 GMP 만료 및 허가 취소 후 판매,2017_faq.pdf,133
2017년,품목취하 전 수입한 의료기기 판매 가능 여부,2017_faq.pdf,134
2017년,품목 취하한 의료기기 사용,2017_faq.pdf,134
2017년,시험용의료기기 판매,2017_faq.pdf,135
2017년,수입의료기기의 해외 수출 가능 여부(1),2017_faq.pdf,135
2017년,수출용의료기기의 해외 수출 가능 여부,2017_faq.pdf,136
2017년,수입의료기기의 해외 수출 가능 여부(2),2017_faq.pdf,136
2017년,제조신고한 1등급 의료기기 수출 시 별도의 신고 절차,2017_faq.pdf,137
2017년,수출용의료기기 국내 유통,2017_faq.pdf,137
2017년,수출용의료기기의 전시회 홍보,2017_faq.pdf,138
2017년,의료기기(치과용 임플란트)의 온라인 판매,2017_faq.pdf,139
2017년,의료기기 구매대행,2017_faq.pdf,139
2017년,의료기기 무상제공,2017_faq.pdf,140
2017년,심장충격기(중고제품) 판매,2017_faq.pdf,140
2017년,모유착유기 중고제품 유통 가능,2017_faq.pdf,141
2017년,의료영상획득장치의 중고의료기기 검사필증,2017_faq.pdf,142
2017년,중고의료기기 판매/유통,2017_faq.pdf,143
2017년,중고의료기기 수리 및 판매 절차,2017_faq.pdf,144
2017년,중고의료기기 검사필증 부착없이 판매 시 행정처분,2017_faq.pdf,145
2017년,리퍼브 의료기기(refurbished device) 수입,2017_faq.pdf,145
2017년,의료기관 간 중고의료기기 거래,2017_faq.pdf,146
2017년,의료기기 업그레이드,2017_faq.pdf,147
2017년,회수대상이 아닌 사용중단 의료기기 폐기 절차,2017_faq.pdf,148
2017년,수은 혈압계 사용중지 시행일자,2017_faq.pdf,148
2017년,제조업무정지기간 중 제조행위,2017_faq.pdf,149
2017년,체외진단의료기기의 임상적 성능시험,2017_faq.pdf,153
2017년,허가받지 않은 의료기기를 임상시험의 대조기기로 수입 가능 여부,2017_faq.pdf,154
2017년,임상시험계획 변경승인,2017_faq.pdf,154
2017년,임상시험용으로 제조한 의료기기의 시판,2017_faq.pdf,155
2017년,개발 예정 의료기기의 임상시험,2017_faq.pdf,155
2017년,식약처장의 승인 면제,2017_faq.pdf,156
2017년,의료기기 인증을 받은 제품을 일반 공산품(생활용품)으로 판매,2017_faq.pdf,159
2017년,부작용 등 안전성 정보 보고,2017_faq.pdf,159
2017년,제조중단 시 AS를 위해 허가 유지 여부,2017_faq.pdf,160
2017년,수리 위해 해외로 반출한 의료기기 재반입,2017_faq.pdf,160
2017년,세관장확인대상이 아닌 의료기기 수입 시 표준통관예정보고 여부,2017_faq.pdf,161
2017년,반제품의 표준통관예정보고,2017_faq.pdf,161
2017년,해외 전시회 출품 시 보고절차,2017_faq.pdf,162
2017년,보조시약(별도판매 구성품) 수입 시 표준통관예정보고 여부,2017_faq.pdf,162
2017년,한방병원에 의료기기 판매,2017_faq.pdf,163
2017년,웰니스제품 관련 규정,2017_faq.pdf,163
2016년,인수합병에 따른 양도양수,2016_faq.pdf,19
2016년,의료기기 양도양수,2016_faq.pdf,19
2016년,하나의 제품을 두 업체로 양도양수,2016_faq.pdf,20
2016년,의료기기 제조소의 용도지역,2016_faq.pdf,21
2016년,공정 위탁 시 수탁자의 시설용도,2016_faq.pdf,21
2016년,해외업체의 의료기기 제조업허가,2016_faq.pdf,22
2016년,전공정 위탁의 경우 수탁자의 기준,2016_faq.pdf,22
2016년,해외 제조의뢰자-국내 제조소 관계의 경우 허가,2016_faq.pdf,23
2016년,의료기기 수출 시 무역업자의 허가,2016_faq.pdf,23
2016년,반제품 수출 시 수출용허가,2016_faq.pdf,24
2016년,동일제품의 수입허가,2016_faq.pdf,24
2016년,자진취하 의료기기의 재허가,2016_faq.pdf,25
2016년,일부 모델명 삭제 시 허가절차,2016_faq.pdf,25
2016년,타사의 기 허가 제품을 구성품으로 제조허가,2016_faq.pdf,26
2016년,외국에서 부품을 수입하여 국내 조립 시 제조허가,2016_faq.pdf,26
2016년,의료기기의 일부 구성품을 제조할 경우 허가,2016_faq.pdf,27
2016년,부분품의 수입,2016_faq.pdf,27
2016년,응급환자용 의료기기 수입,2016_faq.pdf,28
2016년,수리 목적으로 취하품목의 구성품 수입,2016_faq.pdf,28
2016년,의료기기 신고증 미발급 시기,2016_faq.pdf,29
2016년,수출용 의료기기의 영문증명서 발급,2016_faq.pdf,30
2016년,전공정 위탁 수출용의료기기의 영문증명서,2016_faq.pdf,31
2016년,신개발 의료기기 정의 및 분류,2016_faq.pdf,31
2016년,한벌구성의료기기로 허가 시 기술문서 자료,2016_faq.pdf,32
2016년,일회용 의료기기 정의,2016_faq.pdf,32
2016년,의료기기 시험 위탁,2016_faq.pdf,33
2016년,생물학적 안전에 관한 자료,2016_faq.pdf,33
2016년,전자파 안전에 관한 시험 대상,2016_faq.pdf,34
2016년,IEC 60601-1(3판) 적용,2016_faq.pdf,34
2016년,시험성적서 인정,2016_faq.pdf,35
2016년,SCI 학술논문 등 임상시험자료,2016_faq.pdf,36
2016년,멸균업체 명시,2016_faq.pdf,37
2016년,저출력심장충격기와 전극의 허가,2016_faq.pdf,38
2016년,감마멸균(위탁멸균)에서 전자빔멸균(위탁멸균)으로 변경 시 허가,2016_faq.pdf,38
2016년,의료기기의 LCD모니터사양 변경 절차,2016_faq.pdf,39
2016년,소프트웨어 버전 변경,2016_faq.pdf,39
2016년,허가내용과 다른 스마트폰용 아답터로 대체사용,2016_faq.pdf,40
2016년,품목허가번호에서 인증번호로 전환,2016_faq.pdf,40
2016년,의료기기 민원 수수료,2016_faq.pdf,41
2016년,다수의 제조소를 보유한 제조업체의 품질책임자,2016_faq.pdf,42
2016년,품질책임자 겸임(1),2016_faq.pdf,43
2016년,품질책임자 겸임(2),2016_faq.pdf,44
2016년,품질책임자 겸임(3),2016_faq.pdf,45
2016년,품질책임자 자격요건,2016_faq.pdf,46
2016년,외국 국적자의 품질책임자 지정,2016_faq.pdf,46
2016년,쑥뜸의 의료기기 해당여부,2016_faq.pdf,49
2016년,초음파 프로브에 씌우는 비닐 커버의 의료기기 해당여부,2016_faq.pdf,50
2016년,각질제거 제품의 의료기기 해당여부,2016_faq.pdf,51
2016년,바늘이 달린 롤러의 의료기기 해당여부,2016_faq.pdf,52
2016년,화장품 흡수를 돕는 제품의 의료기기 해당여부,2016_faq.pdf,53
2016년,필러의 원재료 의료기기 해당여부,2016_faq.pdf,54
2016년,냉온 찜질팩 의료기기 해당여부,2016_faq.pdf,55
2016년,수술 후 체온을 유지하는 기구의 의료기기 해당여부,2016_faq.pdf,56
2016년,내향성발톱을 교정 시 도움을 주는 기구의 의료기기 해당여부,2016_faq.pdf,57
2016년,세포 채취하는 브러쉬의 의료기기 해당여부,2016_faq.pdf,58
2016년,손가락의 모세혈관을 확대하는 기구의 의료기기 해당여부,2016_faq.pdf,59
2016년,산업용 또는 연구 목적으로 조직의 미세 구조 등을 보기 위한 현미경의 의료기기 해당여부,2016_faq.pdf,60
2016년,관상동맥등의 압력을 측정하는 기구의 의료기기 해당여부,2016_faq.pdf,61
2016년,기공물의 연마 및 절삭 목적으로 하는 제품의 의료기기 해당여부,2016_faq.pdf,62
2016년,신경결함 환자의 균형 감각 훈련장치의 의료기기 해당여부,2016_faq.pdf,63
2016년,헬스클럽 전기자극(EMS) 운동기구의 의료기기 해당여부,2016_faq.pdf,64
2016년,승마운동기구의 의료기기 해당여부,2016_faq.pdf,65
2016년,가정용 어깨 안마기의 의료기기 해당여부,2016_faq.pdf,66
2016년,눈 주위 마사지 제품의 의료기기 해당여부,2016_faq.pdf,67
2016년,발 지압기의 의료기기 해당여부,2016_faq.pdf,68
2016년,멸균소독제 전용분무기의 의료기기 해당여부,2016_faq.pdf,69
2016년,LED 조명으로 심리적 안정을 주는 제품의 의료기기 해당여부,2016_faq.pdf,70
2016년,흡연자의 CO수치를 측정하는 기기의 의료기기 해당여부,2016_faq.pdf,71
2016년,인체 골격 및 장기 모형의 의료기기 해당여부,2016_faq.pdf,72
2016년,환자의 대소변을 흡입해주는 제품의 의료기기 해당여부,2016_faq.pdf,73
2016년,아동용 링거걸이의 의료기기 해당여부,2016_faq.pdf,74
2016년,의료기기를 구동하는 2차전지배터리(12V)의 의료기기 해당여부,2016_faq.pdf,75
2016년,ISO 13485와의 관계,2016_faq.pdf,79
2016년,1등급 의료기기 GMP 심사,2016_faq.pdf,79
2016년,허가 전 GMP적합인정,2016_faq.pdf,80
2016년,제조업체의 사무용 사업장 이전 시 GMP 심사,2016_faq.pdf,81
2016년,소재지 변경에 따른 GMP 심사,2016_faq.pdf,82
2016년,새로운 소재지에 공장 추가 시 GMP 심사,2016_faq.pdf,83
2016년,GMP 추가심사의 제출서류,2016_faq.pdf,84
2016년,의료장비와 소모품의 GMP 심사,2016_faq.pdf,85
2016년,전공정 위탁의 경우 GMP 심사,2016_faq.pdf,86
2016년,의료기기 전공정 위탁 범위,2016_faq.pdf,86
2016년,전공정 위탁 제조 시 GMP 심사,2016_faq.pdf,87
2016년,전공정 위탁 제조자의 GMP 정기심사,2016_faq.pdf,88
2016년,전공정 위탁 제조자의 GMP 심사 제출서류,2016_faq.pdf,89
2016년,전공정 위탁 제조 시 수탁자의 문서 제공,2016_faq.pdf,90
2016년,제조의뢰자(국내)-제조자(해외) 관계일 시 제조자의 GMP심사(현장심사),2016_faq.pdf,91
2016년,GMP 적합인정을 특한 제조업체간의 제조의뢰자-제조자 관계형성 시 GMP 심사,2016_faq.pdf,92
2016년,제조의뢰자-제조자 관계에서 단독 제조원으로 변경 시 GMP 심사,2016_faq.pdf,93
2016년,일부공정 위탁 시 GMP 심사 대상,2016_faq.pdf,94
2016년,위탁공정을 자사공정으로 변경 시 GMP 심사,2016_faq.pdf,95
2016년,GMP 적합인정을 득하지 않은 업체의 일부공정 위탁,2016_faq.pdf,95
2016년,제조의뢰자와 제조자 관계 시, GMP 심사,2016_faq.pdf,96
2016년,GMP심사를 위한 양수업체의 제조,2016_faq.pdf,96
2016년,인수합병에 따른 GMP 심사와 재고 판매,2016_faq.pdf,97
2016년,수입의료기기의 해외제조원 GMP심사 법적 근거,2016_faq.pdf,98
2016년,수입의료기기 GMP 정기심사,2016_faq.pdf,98
2016년,제조공정 일부 변경 시 GMP 심사,2016_faq.pdf,99
2016년,동일 제조원에 대한 GMP 심사,2016_faq.pdf,99
2016년,제조소 추가 및 멸균공정 위탁에 따른 GMP 심사,2016_faq.pdf,100
2016년,임상시험용 의료기기의 GMP 심사,2016_faq.pdf,101
2016년,1등급 임상시험용 의료기기의 GMP 심사,2016_faq.pdf,102
2016년,체외진단용 의료기기의 GMP 유예기간,2016_faq.pdf,103
2016년,임상시험용 의료기기의 GMP 심사,2016_faq.pdf,104
2016년,수출용 및 동물용 의료기기의 GMP 심사,2016_faq.pdf,105
2016년,품질책임자 부재 시 제품 출하,2016_faq.pdf,106
2016년,GMP 적합인정서의 영문 기재,2016_faq.pdf,106
2016년,자동온도기록장치 설치,2016_faq.pdf,107
2016년,의료기기와 화장품을 동일 제조소에서 제조하기 위한 법적 요건,2016_faq.pdf,107
2016년,멸균 밸리데이션,2016_faq.pdf,108
2016년,의료기기 환경모니터링,2016_faq.pdf,109
